Wavelength	350	355	360	365	370	375	380	385	390	395	400	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500
400	9371.3725378754	15085.1418700399	2367.8247719713	1393.56017275364	1796.00809956645	2144.16374187325	2220.60784049656	1749.10891545962	3677.69435329763	4497.62400886348	578608.977108684	4253.21140858467	2063.5951649059	1865.56129385897	1609.38964334082	2119.59056443247	2906.05862483192	1903.08263927046	4025.84049906607	2334.27698041229	3636.11725497262	2204.3150768848	3018.72667312085	2514.23942558615	4032.91440857243	2805.35594712167	2165.37508471259	809.926741697128	775.72874136423	1613.45696829635	1969.43368887227
405	981.567792846385	13805.8843965718	5177.27557171929	3002.9546732033	1787.02315848023	1915.22915592042	1204.65138212965	2125.36122509625	2560.38115541748	1550.76390609974	2288.11411170272	422185.615366441	2563.73485597916	2024.75867582662	2242.65489094042	1457.10023750822	3532.52704964631	2838.21325170389	3692.02664662389	2165.1571499991	2545.50054679206	2920.57687392844	4576.87249036636	3345.97831402555	2581.76026835072	2462.64382416615	2585.04495062598	2579.71157745376	616.645017053723	1770.18047228831	1470.45738024511
410	2916.24482855739	4497.10366760053	16097.3611430606	4829.92658321507	1330.81328771863	1904.49266237618	2393.67405825023	2686.35566557561	3448.29201505234	2729.91959364195	2446.62716656825	1745.47364118397	268512.596389093	4183.40247999045	1750.37572872153	2571.97238094	3834.73258508022	3440.49662541079	3517.25510343446	2758.49020783616	2795.56864669985	2754.370954096	3833.65283495068	6491.52690826851	3404.33643840033	3589.6720170319	1849.73909542738	1279.25754859819	1682.93103286364	1275.61697375633	1297.77663809052
415	1942.8925190649	3304.30799402337	3029.88797737024	15334.8230751308	3538.8246850441	1687.04506635516	1791.60880079745	1726.34134305335	1990.38991399616	1870.57611464164	1395.09587678997	3839.17651986488	2875.33225413328	268629.418971927	2851.67223113696	3049.00352057419	3826.94684704983	2497.05708300675	2897.36240537353	2750.70890795585	3454.15234408259	4047.62293015195	2972.48199068267	3851.10950835163	3115.34416840064	2602.88512502354	1278.05812787754	1436.69962882996	915.789716358448	2862.0419483411	1452.84232128872
420	2410.73305907379	2820.8126332589	3473.76642582675	7269.3210717036	9469.21296499732	2938.09988395636	1386.15957700812	2856.11977786898	2518.52231060001	4236.75510932615	4157.44986301233	2950.4812572558	2357.4047217064	3816.3408033881	290876.707666211	4943.65553770747	3490.03794077935	5283.08947819332	3340.62383734838	2435.4604077546	2907.98060216913	3021.35731737688	3791.87797636371	3417.42909050744	3519.89423637992	3067.14812427124	1415.52950213659	1748.34651331748	1823.54265489465	1419.86093310528	2250.19830418384
425	3873.67983898485	1886.38480776662	3951.07727041957	2053.27460811314	9713.9905872148	8219.99006109316	3181.43109673206	4782.63379777558	2350.47043496078	2888.63640115403	3824.91531081628	4354.783756227	4732.9407521244	5173.88819856105	5538.78560218685	322125.330100806	7963.97993212345	5290.53958185653	4115.27064963452	3053.90792777111	1991.942324022	3902.72825814858	3110.63686760587	3566.78432743775	2405.70521690476	2439.46837545329	1277.56730349396	1274.84308737408	1831.78798219999	1269.60759214872	2096.22279041519
430	2907.90308056623	2596.68366017198	2326.18780813992	1597.26631849862	2649.70685099507	10344.4726208124	5951.8987816092	2488.25427440717	3621.77546624237	3903.319565831	1562.48913582524	4177.46575607332	6425.08575307204	5335.17697622639	4116.89414857785	5288.63566327578	255462.276350848	6835.61815846108	4272.63888235081	5350.55051761216	2784.1502772563	5777.34625839927	3530.64560843278	4816.96137010235	5235.65901836879	3242.4738239007	1422.05309884732	2708.46316899869	1677.00844578027	2062.34749508341	1773.62953902936
435	3884.21499502064	3078.71551688658	2330.95617972195	6176.31885903013	4203.9691222893	4859.39546747198	9148.56554820386	4410.47988619123	5078.13353857206	4084.1378256467	5226.19816934718	6115.22025178183	5080.2690026337	6182.46955001008	5404.03522525182	5773.87909268581	6371.77198748045	399895.167424469	8233.22105061082	5821.96302128027	5574.5654461332	5211.76863169238	7222.35738853812	7718.70735832791	6378.94942706083	5045.90771134669	1851.14846708414	1595.97332597006	916.746068315597	1751.12898707164	1778.4068916398
440	3175.00274459559	4048.47010122424	3283.09756738168	5067.65401162793	6011.62480783987	4674.40065921553	8804.08546045414	14442.1703075415	4561.73498967195	7187.3217015653	7194.85092097008	7380.56278807747	9549.22167385212	13458.2544869658	9754.89763171069	12600.7763207615	14442.6278450137	19010.7758820205	286198.837553455	13413.0420432282	9487.92739242193	11074.9896568588	13401.1525487752	20477.2433437503	11129.5025785204	8682.52193480537	3150.62798178395	2090.79399659986	1387.97852923689	800.845933997113	1467.98115578122
